epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,30.8968,1.09464,0.62807,0.93667,0,0,0,0,0,0.13931,0,0,0,0,0,0,0,0,0.62544,0.55213,0.56816,0.3618,1.23258,0.73956,0.95888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3618,0.001,0.001,0.001
2,50.1907,1.09913,0.6366,0.93916,0,0,0,0,0,0.10518,0,0,0,0,0,0,0,0,0.6437,0.54701,0.56957,0.36435,1.22374,0.74089,0.95496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36435,0.000999944,0.000999944,0.000999944
3,70.842,1.09348,0.63253,0.93628,0,0,0,0,0,0.09241,0,0,0,0,0,0,0,0,0.62357,0.54669,0.56297,0.35904,1.23013,0.74541,0.95799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35904,0.000999778,0.000999778,0.000999778
4,91.5022,1.09076,0.62819,0.9359,0,0,0,0,0,0.08991,0,0,0,0,0,0,0,0,0.62583,0.53746,0.55759,0.35768,1.22911,0.74375,0.95836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35768,0.0009995,0.0009995,0.0009995
5,112.836,1.07082,0.61045,0.92968,0,0,0,0,0,0.08448,0,0,0,0,0,0,0,0,0.61801,0.54041,0.5542,0.35397,1.22789,0.74764,0.95712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35397,0.000999112,0.000999112,0.000999112
6,133.398,1.08337,0.61957,0.93177,0,0,0,0,0,0.08521,0,0,0,0,0,0,0,0,0.62018,0.54965,0.56125,0.3573,1.22802,0.74421,0.9569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3573,0.000998613,0.000998613,0.000998613
7,153.212,1.08894,0.62368,0.93485,0,0,0,0,0,0.08689,0,0,0,0,0,0,0,0,0.63534,0.53789,0.5612,0.35856,1.22946,0.74621,0.95683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35856,0.000998003,0.000998003,0.000998003
8,172.791,1.07,0.60958,0.93096,0,0,0,0,0,0.08012,0,0,0,0,0,0,0,0,0.62047,0.5406,0.55629,0.35654,1.23031,0.74353,0.95805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35654,0.000997282,0.000997282,0.000997282
9,194.402,1.09096,0.62717,0.93839,0,0,0,0,0,0.08454,0,0,0,0,0,0,0,0,0.61359,0.55415,0.55838,0.3568,1.23586,0.74773,0.95792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3568,0.000996452,0.000996452,0.000996452
10,215.412,1.07418,0.62049,0.93227,0,0,0,0,0,0.08072,0,0,0,0,0,0,0,0,0.62545,0.53987,0.55742,0.35605,1.2349,0.74677,0.9594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35605,0.000995511,0.000995511,0.000995511
